CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECHC	CPETECHP	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	CPETSPEC	CPETSPEP	C_RATING	C_UPDATE	C_YRS_IR	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
220904003	 	 	 	 	 	 	 	EVERMAN ACADEMY H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	58	35	77	Y	45	.	8	0	Z	.	25	13	600	Y	152	100	33	74.3	Y	.	.	6	TARRANT	220	76	73.8	103	63	.	.	54	85.7	5	7.9	4	6.3	A	 	.	EVERMAN ISD	220904	12	10	10 - 12	S	 	 	11	REGION 11: FORT WORTH
220904041	0	1	1	1	0	0	0	CHARLES BAXTER J H	 	N	N	N	N	N	N	N	N	N	N	N	73	60	3049	Y	2239	44	30	1400	Y	620	38	26	2000	Y	766	36	13	.	Y	.	.	36.3	TARRANT	220	142	15.6	908	930	.	.	885	95.2	178	19.1	89	9.6	M	 	.	EVERMAN ISD	220904	08	07	07 - 08	M	 	 	11	REGION 11: FORT WORTH
220904042	0	0	0	0	0	 	 	ROY JOHNSON SIXTH GRADE CAMPUS	 	N	N	N	N	N	N	N	N	N	N	N	64	60	826	Y	527	32	30	1200	Y	378	33	26	800	Y	260	19	13	.	Y	.	.	19	TARRANT	220	87	16.7	522	449	.	.	415	92.4	116	25.8	40	8.9	M	 	.	EVERMAN ISD	220904	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
220904101	0	1	1	0	0	 	 	BISHOP EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	460	Y	338	42	32	800	Y	339	42	28	1200	Y	507	38	12	.	Y	.	.	38	TARRANT	220	77	18.1	426	535	.	.	506	94.6	246	46	40	7.5	M	 	.	EVERMAN ISD	220904	04	PK	PK - 04	E	 	 	11	REGION 11: FORT WORTH
220904102	1	1	1	1	1	 	 	E RAY EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	503	Y	405	49	32	800	Y	388	46	28	1200	Y	555	43	12	.	Y	.	.	43	TARRANT	220	78	17.7	441	532	.	.	496	93.2	220	41.4	24	4.5	M	 	.	EVERMAN ISD	220904	04	EE	EE - 04	E	 	 	11	REGION 11: FORT WORTH
220904103	1	1	1	0	0	 	 	SOUDER EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	486	Y	358	42	32	800	Y	335	48	28	1200	Y	574	43	12	.	Y	.	.	43	TARRANT	220	111	23.1	480	550	.	.	506	92	313	56.9	27	4.9	M	 	.	EVERMAN ISD	220904	04	PK	PK - 04	E	 	 	11	REGION 11: FORT WORTH
220904104	0	0	0	0	0	 	 	HOMMEL EL	 	N	N	N	N	N	N	N	N	N	N	N	57	60	327	N	187	34	32	800	Y	275	32	28	1000	Y	322	26	12	.	Y	.	.	26	TARRANT	220	70	22	318	399	.	.	389	97.5	191	47.9	22	5.5	M	 	.	EVERMAN ISD	220904	04	PK	PK - 04	E	 	 	11	REGION 11: FORT WORTH
220904105	0	0	0	0	0	0	 	DAN POWELL INT	 	N	N	N	N	N	N	N	N	N	N	N	76	60	1257	Y	959	44	32	1000	Y	439	43	28	1200	Y	520	34	12	.	Y	.	.	33.7	TARRANT	220	80	17.2	466	460	.	.	440	95.7	183	39.8	33	7.2	M	 	.	EVERMAN ISD	220904	05	05	05 - 05	E	 	 	11	REGION 11: FORT WORTH
220904106	0	0	1	0	1	 	 	JOHN AND POLLY TOWNLEY EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	345	Y	242	46	32	800	Y	364	39	28	1200	Y	467	39	12	.	Y	.	.	38.7	TARRANT	220	92	24.4	377	454	.	.	419	92.3	116	25.6	44	9.7	M	 	.	EVERMAN ISD	220904	04	EE	EE - 04	E	 	 	11	REGION 11: FORT WORTH
220905001	0	1	0	1	0	1	1	CARTER-RIVERSIDE H S	 	N	N	N	N	N	N	N	N	N	N	N	63	60	2232	Y	1403	27	17	1400	Y	371	36	30	1000	Y	355	74	60	22.2	Y	16.7	23.8	11.1	TARRANT	220	195	13.4	1452	1365	.	.	1176	86.2	300	22	110	8.1	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905002	0	1	1	0	0	0	0	ARLINGTON HEIGHTS H S	 	N	N	N	N	N	N	N	N	N	N	N	72	60	2640	Y	1907	22	17	1200	Y	266	40	30	2400	Y	949	80	60	23.3	Y	18.7	23.9	14.1	TARRANT	220	294	13.7	2142	1999	.	.	888	44.4	143	7.2	139	7	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905003	0	0	0	0	0	0	0	SOUTH HILLS H S	 	N	N	N	N	N	N	N	N	N	N	N	67	60	3456	Y	2302	26	17	1200	Y	306	43	30	1600	Y	686	76	60	22.7	Y	17.9	24.1	11.1	TARRANT	220	298	13.6	2199	2211	.	.	1737	78.6	345	15.6	157	7.1	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905004	0	0	0	0	0	1	1	DIAMOND HILL-JARVIS H S	 	N	N	N	N	N	N	N	N	N	N	N	55	60	1255	N	691	17	17	800	Y	137	35	30	800	Y	276	72	60	23.4	Y	19	22.1	7.5	TARRANT	220	140	16.3	861	837	.	.	700	83.6	120	14.3	99	11.8	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905005	0	1	0	0	0	0	0	DUNBAR H S	 	N	N	N	N	N	N	N	N	N	N	N	56	60	1394	N	774	23	17	1000	Y	229	35	30	1600	Y	554	69	60	20	Y	17	23.1	8.6	TARRANT	220	273	27.2	1004	883	.	.	709	80.3	74	8.4	117	13.3	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905006	0	0	0	0	0	0	0	EASTERN HILLS H S	 	N	N	N	N	N	N	N	N	N	N	N	55	60	1903	N	1055	22	17	1000	Y	216	34	30	1600	Y	538	65	60	22	Y	16.7	16.7	9.4	TARRANT	220	448	31.7	1414	1194	.	.	716	60	92	7.7	145	12.1	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905008	0	0	0	0	0	0	1	NORTH SIDE H S	 	N	N	N	N	N	N	N	N	N	N	N	65	60	2483	Y	1623	20	17	1000	Y	199	41	30	800	Y	330	71	60	21	Y	21.3	17.3	11.6	TARRANT	220	298	16.3	1832	1684	.	.	1307	77.6	310	18.4	129	7.7	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905009	0	0	0	0	0	0	0	POLYTECHNIC H S	 	N	N	N	N	N	N	N	N	N	N	N	56	60	2137	N	1206	16	17	1000	N	163	35	30	1600	Y	560	69	60	21.7	Y	17.8	21.2	8.6	TARRANT	220	273	19.8	1378	1253	.	.	872	69.6	216	17.2	106	8.5	I	 	1	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905010	0	1	1	0	1	1	1	PASCHAL H S	 	N	N	N	N	N	N	N	N	N	N	N	80	60	3092	Y	2473	26	17	1200	Y	316	46	30	2400	Y	1115	84	60	23.6	Y	18.4	24.5	17.4	TARRANT	220	275	10.4	2650	2454	.	.	1265	51.5	163	6.6	120	4.9	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905011	0	0	1	0	0	1	0	TRIMBLE TECHNICAL H S	 	N	N	N	N	N	N	N	N	N	N	N	78	60	2342	Y	1822	20	17	1000	Y	198	43	30	1600	Y	689	82	60	24.9	Y	23.3	21.4	12.8	TARRANT	220	72	4	1814	1753	.	.	1202	68.6	90	5.1	60	3.4	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905014	1	1	0	1	0	1	1	SOUTHWEST H S	 	N	N	N	N	N	N	N	N	N	N	N	69	60	1863	Y	1283	29	17	1200	Y	350	43	30	2400	Y	1031	74	60	22.2	Y	17	21.7	13.1	TARRANT	220	238	16.8	1419	1295	.	.	708	54.7	56	4.3	124	9.6	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905015	0	1	0	1	0	0	1	WESTERN HILLS H S	 	N	N	N	N	N	N	N	N	N	N	N	66	60	1336	Y	879	29	17	1200	Y	345	40	30	2400	Y	954	73	60	22.4	Y	16.4	22.6	11.8	TARRANT	220	285	21.4	1334	1083	.	.	533	49.2	69	6.4	118	10.9	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905016	0	0	0	0	0	0	0	O D WYATT H S	 	N	N	N	N	N	N	N	N	N	N	N	56	60	2367	N	1330	21	17	1200	Y	255	32	30	2400	Y	768	63	60	17.9	Y	17.5	20.1	7.6	TARRANT	220	368	23.7	1555	1339	.	.	1269	94.8	322	24	143	10.7	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905018	 	 	 	 	 	 	 	MIDDLE LVL LRN CTR	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	30	0	X	.	.	26	0	X	.	.	.	.	X	.	.	.	TARRANT	220	391	100	391	27	.	.	17	63	4	14.8	5	18.5	X	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905019	 	 	 	 	 	 	 	METRO OPPORTUNITY	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	TARRANT	220	254	100	254	33	.	.	18	54.5	5	15.2	3	9.1	X	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905021	 	 	 	 	 	 	 	SUCCESS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	53	35	397	Y	212	24	8	600	Y	142	30	13	800	Y	239	79	33	41.9	Y	.	.	6.6	TARRANT	220	254	62.1	409	268	.	.	168	62.7	143	53.4	2	0.7	A	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905024	 	 	 	 	 	 	 	DETENT CTR	 	N	N	N	N	N	N	N	N	N	N	N	.	60	0	Z	0	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	TARRANT	220	775	99.9	776	64	.	.	13	20.3	1	1.6	9	14.1	Z	 	.	FORT WORTH ISD	220905	12	06	06 - 12	B	 	 	11	REGION 11: FORT WORTH
220905026	 	 	 	 	 	 	 	JO KELLY SP ED	 	N	N	N	N	N	N	N	N	N	N	N	.	60	0	Z	0	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	TARRANT	220	3	6.4	47	45	.	.	27	60	0	0	45	100	Z	 	.	FORT WORTH ISD	220905	12	EE	EE - 12	B	 	 	11	REGION 11: FORT WORTH
220905035	 	 	 	 	 	 	 	TRANSITION CTR	 	N	N	N	N	N	N	N	N	N	N	N	.	60	.	Z	.	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	TARRANT	220	10	11.1	90	80	.	.	18	22.5	0	0	80	100	Z	 	.	FORT WORTH ISD	220905	12	12	12 - 12	S	 	 	11	REGION 11: FORT WORTH
220905040	 	 	 	 	 	 	 	JUVENILE JUSTICE ALTERNATIVE ED PR	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	TARRANT	220	50	96.2	52	19	.	.	5	26.3	2	10.5	7	36.8	X	 	.	FORT WORTH ISD	220905	11	05	05 - 11	B	 	 	11	REGION 11: FORT WORTH
220905042	0	0	0	0	0	0	0	DAGGETT MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	59	60	1101	N	646	38	30	1000	Y	375	31	26	2400	Y	740	20	13	.	Y	.	.	19.7	TARRANT	220	94	17.4	540	394	.	.	353	89.6	112	28.4	53	13.5	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905043	0	0	0	0	0	 	 	WEDGWOOD 6TH GR SCH	 	N	N	N	N	N	N	N	N	N	N	N	64	60	848	Y	542	24	30	1200	N	292	33	26	1200	Y	390	17	13	.	Y	.	.	16.5	TARRANT	220	99	19.6	506	476	.	.	373	78.4	90	18.9	50	10.5	M	 	.	FORT WORTH ISD	220905	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
220905044	0	0	0	0	0	0	0	ELDER MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	65	60	3710	Y	2394	32	30	1200	Y	384	38	26	2400	Y	911	39	13	.	Y	.	.	38.8	TARRANT	220	115	8.7	1315	1272	.	.	1115	87.7	415	32.6	115	9	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905045	0	0	0	1	0	0	0	FOREST OAK MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	52	60	2642	N	1383	41	30	1200	Y	487	28	26	2400	Y	670	20	13	.	Y	.	.	20	TARRANT	220	217	21.7	998	847	.	.	697	82.3	272	32.1	67	7.9	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905047	0	0	0	1	0	0	0	HANDLEY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	58	60	1354	N	789	38	30	1000	Y	383	30	26	2000	Y	592	22	13	.	Y	.	.	22	TARRANT	220	193	30.3	637	519	.	.	349	67.2	37	7.1	61	11.8	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905048	0	0	0	1	0	0	0	JAMES MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	61	60	2638	Y	1609	39	30	1400	Y	541	32	26	2000	Y	645	25	13	.	Y	.	.	24.7	TARRANT	220	177	16	1107	976	.	.	678	69.5	387	39.7	76	7.8	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905049	1	0	1	1	1	1	1	KIRKPATRICK MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	71	60	1456	Y	1032	41	30	1200	Y	492	41	26	1000	Y	414	32	13	.	Y	.	.	32	TARRANT	220	87	15.9	548	517	.	.	490	94.8	205	39.7	60	11.6	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905050	0	0	0	1	1	0	0	MCLEAN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	77	60	3473	Y	2665	45	30	1600	Y	720	37	26	2400	Y	891	48	13	.	Y	.	.	48	TARRANT	220	87	7.9	1101	997	.	.	512	51.4	164	16.4	67	6.7	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905051	0	0	0	0	0	0	0	MEACHAM MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	62	60	2206	Y	1376	35	30	1000	Y	353	31	26	1000	Y	310	23	13	.	Y	.	.	23.3	TARRANT	220	107	14.4	741	783	.	.	726	92.7	316	40.4	63	8	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905052	0	0	1	0	0	0	0	MEADOWBROOK MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	60	60	1837	Y	1099	34	30	1400	Y	474	28	26	2000	Y	560	20	13	.	Y	.	.	19.8	TARRANT	220	247	30.6	807	733	.	.	669	91.3	141	19.2	66	9	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905053	0	0	0	0	0	0	0	MONNIG MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	57	60	1710	N	973	30	30	1400	Y	426	27	26	3000	Y	799	25	13	.	Y	.	.	24.8	TARRANT	220	147	23.1	635	627	.	.	438	69.9	60	9.6	70	11.2	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905054	0	0	0	0	0	0	0	MORNINGSIDE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	55	60	1758	N	965	31	30	1000	Y	312	26	26	2000	Y	526	18	13	.	Y	.	.	18	TARRANT	220	171	20.7	828	644	.	.	611	94.9	126	19.6	98	15.2	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905055	0	0	0	0	0	0	0	APPLIED LEARNING ACAD	 	N	N	N	N	N	N	N	N	N	N	N	80	60	941	Y	749	33	30	1200	Y	401	39	26	2400	Y	945	40	13	.	Y	.	.	39.5	TARRANT	220	9	2.9	311	324	.	.	177	54.6	37	11.4	19	5.9	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905056	0	0	0	0	0	0	0	RIVERSIDE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	57	60	2750	N	1576	32	30	1200	Y	387	31	26	2400	Y	744	20	13	.	Y	.	.	19.5	TARRANT	220	120	11.4	1051	963	.	.	841	87.3	335	34.8	91	9.4	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905057	1	1	1	1	0	1	1	ROSEMONT MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	65	60	3252	Y	2129	43	30	1000	Y	429	37	26	1000	Y	370	28	13	.	Y	.	.	28.3	TARRANT	220	113	11.7	969	976	.	.	829	84.9	383	39.2	84	8.6	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905058	1	0	1	1	1	0	0	STRIPLING MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	83	60	1896	Y	1573	40	30	1200	Y	480	48	26	2800	Y	1334	52	13	.	Y	.	.	52	TARRANT	220	79	11.4	693	645	.	.	432	67	71	11	42	6.5	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905059	0	0	0	0	0	0	0	J MARTIN JACQUET MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	54	60	1992	N	1077	31	30	1000	Y	307	28	26	2000	Y	556	18	13	.	Y	.	.	17.7	TARRANT	220	225	25.2	893	741	.	.	596	80.4	88	11.9	74	10	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905060	0	0	0	1	0	0	0	WEDGWOOD MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	62	60	2824	Y	1764	45	30	1400	Y	636	32	26	3000	Y	959	32	13	.	Y	.	.	32.3	TARRANT	220	191	19.5	982	866	.	.	614	70.9	141	16.3	90	10.4	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905061	0	0	0	0	0	1	0	LEONARD MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	55	60	1900	N	1041	34	30	1400	Y	476	28	26	3000	Y	843	18	13	.	Y	.	.	17.8	TARRANT	220	273	31.8	859	735	.	.	593	80.7	216	29.4	91	12.4	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905062	 	 	 	 	 	 	 	INT'L NEWCOMER ACAD	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	32	35	22	N	7	18	8	200	Y	35	13	13	600	Y	77	79	45	78.5	Y	.	.	.	TARRANT	220	441	63.8	691	597	.	.	482	80.7	595	99.7	1	0.2	A	 	.	FORT WORTH ISD	220905	09	06	06 - 09	M	 	 	11	REGION 11: FORT WORTH
220905063	0	0	0	1	0	0	1	COMO MONTESSORI	 	N	N	N	N	N	N	N	N	N	N	N	75	60	578	Y	433	43	32	1200	Y	512	42	28	2400	Y	1010	35	12	.	Y	.	.	34.7	TARRANT	220	13	4.3	300	321	.	.	208	64.8	67	20.9	30	9.3	M	 	.	FORT WORTH ISD	220905	08	KG	KG - 08	E	 	 	11	REGION 11: FORT WORTH
220905064	0	0	0	0	0	 	 	GLENCREST 6TH GRADE SCH	 	N	N	N	N	N	N	N	N	N	N	N	47	60	746	N	347	17	30	1200	N	200	23	26	800	N	180	8	13	.	N	.	.	7.7	TARRANT	220	101	21.3	475	412	.	.	368	89.3	126	30.6	42	10.2	I	 	2	FORT WORTH ISD	220905	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
220905066	 	 	 	 	 	 	 	WILLOUGHBY HOUSE	 	N	N	N	N	N	N	N	N	N	N	N	.	60	0	Z	0	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	TARRANT	220	25	96.2	26	10	.	.	0	0	0	0	5	50	Z	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905067	0	0	0	0	0	 	 	ROSEMONT 6TH GRADE	 	N	N	N	N	N	N	N	N	N	N	N	66	60	914	Y	601	27	30	1000	N	270	38	26	400	Y	153	18	13	.	Y	.	.	18	TARRANT	220	70	12.7	550	473	.	.	434	91.8	207	43.8	52	11	M	 	.	FORT WORTH ISD	220905	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
220905069	0	0	1	0	1	 	 	MCLEAN 6TH GRADE	 	N	N	N	N	N	N	N	N	N	N	N	77	60	1014	Y	780	32	30	1200	Y	388	40	26	800	Y	323	44	13	.	Y	.	.	43.7	TARRANT	220	37	7.4	497	516	.	.	307	59.5	115	22.3	31	6	M	 	.	FORT WORTH ISD	220905	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
220905070	0	0	0	1	0	0	0	JEAN MCCLUNG MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	58	60	2158	N	1245	39	30	1200	Y	463	26	26	2000	Y	527	19	13	.	Y	.	.	18.7	TARRANT	220	194	20.3	955	797	.	.	676	84.8	215	27	81	10.2	M	 	.	FORT WORTH ISD	220905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
220905071	0	0	0	0	0	0	0	BENBROOK MIDDLE/HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	3082	Y	2331	37	17	1400	Y	511	38	30	2600	Y	992	45	21	.	Y	.	.	44.6	TARRANT	220	153	12.8	1193	1305	.	.	563	43.1	93	7.1	88	6.7	M	 	.	FORT WORTH ISD	220905	11	06	06 - 11	B	 	 	11	REGION 11: FORT WORTH
220905081	1	1	1	1	1	1	1	YOUNG WOMEN'S LEADERSHIP ACADEMY	 	N	N	N	N	N	N	N	N	N	N	N	96	60	854	Y	824	43	17	800	Y	345	62	30	1600	Y	994	93	60	25	Y	25	25	17.9	TARRANT	220	23	6	383	399	.	.	247	61.9	12	3	0	0	M	 	.	FORT WORTH ISD	220905	12	06	06 - 12	B	 	 	11	REGION 11: FORT WORTH
220905082	0	1	1	0	0	1	0	TEXAS ACADEMY OF BIOMEDICAL	 	N	N	N	N	N	N	N	N	N	N	N	99	60	314	Y	311	33	17	400	Y	130	66	30	800	Y	525	96	60	22.9	Y	25	25	22.8	TARRANT	220	11	2.9	376	385	385	100	233	60.5	2	0.5	1	0.3	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905083	0	0	0	1	0	1	1	YOUNG MEN'S LEADERSHIP ACADEMY	 	N	N	N	N	N	N	N	N	N	N	N	87	60	826	Y	716	42	17	800	Y	338	51	30	2000	Y	1016	57	21	.	Y	.	.	57.3	TARRANT	220	20	6.2	324	353	.	.	225	63.7	16	4.5	11	3.1	M	 	.	FORT WORTH ISD	220905	11	06	06 - 11	B	 	 	11	REGION 11: FORT WORTH
220905084	1	0	1	0	1	0	0	WORLD LANGUAGES INSTITUTE	 	N	N	N	N	N	N	N	N	N	N	N	89	60	915	Y	811	38	30	1000	Y	382	50	26	1000	Y	502	52	13	.	Y	.	.	52	TARRANT	220	10	4.4	229	298	.	.	241	80.9	65	21.8	8	2.7	M	 	.	FORT WORTH ISD	220905	09	06	06 - 09	M	 	 	11	REGION 11: FORT WORTH
220905085	0	0	0	0	0	0	0	MARINE CREEK COLLEGIATE H S	 	N	N	N	N	N	N	N	N	N	N	N	93	60	361	Y	337	40	17	400	Y	159	59	30	800	Y	472	92	60	24.4	Y	25	24.4	18	TARRANT	220	18	6	302	313	313	100	224	71.6	14	4.5	6	1.9	M	 	.	FORT WORTH ISD	220905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
220905086	0	0	0	0	0	0	 	TARRANT CO COLLEGE SOUTH/FORT WORT	 	N	N	N	N	N	N	N	N	N	N	N	85	60	327	Y	278	27	17	600	Y	161	48	30	600	Y	290	62	21	.	Y	.	.	61.7	TARRANT	220	17	16.3	104	196	196	100	118	60.2	6	3.1	7	3.6	M	 	.	FORT WORTH ISD	220905	10	09	09 - 10	S	 	 	11	REGION 11: FORT WORTH
220905101	0	0	0	0	0	0	 	ALICE CARLSON APPLIED LRN CTR	 	N	N	N	N	N	N	N	N	N	N	N	82	60	511	Y	419	45	32	800	Y	356	41	28	1400	Y	576	53	12	.	Y	.	.	53.3	TARRANT	220	5	1.5	329	393	.	.	68	17.3	15	3.8	25	6.4	M	 	.	FORT WORTH ISD	220905	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
220905103	0	0	0	0	0	0	 	BENBROOK EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	775	Y	589	42	32	800	Y	338	44	28	1400	Y	611	39	12	.	Y	.	.	39	TARRANT	220	57	11.7	489	625	.	.	240	38.4	24	3.8	52	8.3	M	 	.	FORT WORTH ISD	220905	05	PK	PK - 05	E	 	 	11	REGION 11: FORT WORTH
220905104	1	0	1	0	0	0	0	BOULEVARD HEIGHTS	 	N	N	N	N	N	N	N	N	N	N	N	87	60	77	Y	67	36	17	400	Y	142	48	30	1000	Y	483	93	21	.	Y	.	.	93	TARRANT	220	18	29	62	51	.	.	40	78.4	0	0	51	100	M	 	.	FORT WORTH ISD	220905	12	PK	PK - 12	B	 	 	11	REGION 11: FORT WORTH
220905105	0	0	0	0	0	0	 	WEST HANDLEY EL	 	N	N	N	N	N	N	N	N	N	N	N	42	60	604	N	252	31	32	1000	N	311	20	28	1400	N	284	16	12	.	Y	.	.	15.7	TARRANT	220	148	26.8	553	560	.	.	497	88.8	257	45.9	40	7.1	I	 	3	FORT WORTH ISD	220905	05	PK	PK - 05	E	 	 	11	REGION 11: FORT WORTH
